"DateTime","Total Volume","Price"
"2008-12-29 00:00:00",0,
"2009-01-05 00:00:00",0,
"2009-01-12 00:00:00",0,
"2009-01-19 00:00:00",0,
"2009-01-26 00:00:00",0,
"2009-02-02 00:00:00",0,
"2009-02-09 00:00:00",0,
"2009-02-16 00:00:00",0,
"2009-02-23 00:00:00",0,
"2009-03-02 00:00:00",0,
"2009-03-09 00:00:00",0,
"2009-03-16 00:00:00",0,
"2009-03-23 00:00:00",0,
"2009-03-30 00:00:00",0,
"2009-04-06 00:00:00",0,
"2009-04-13 00:00:00",0,
"2009-04-20 00:00:00",0,
"2009-04-27 00:00:00",0,
"2009-05-04 00:00:00",0,
"2009-05-11 00:00:00",0,
"2009-05-18 00:00:00",0,
"2009-05-25 00:00:00",0,
"2009-06-01 00:00:00",0,
"2009-06-08 00:00:00",0,
"2009-06-15 00:00:00",0,
"2009-06-22 00:00:00",0,
"2009-06-29 00:00:00",0,
"2009-07-06 00:00:00",0,
"2009-07-13 00:00:00",0,
"2009-07-20 00:00:00",0,
"2009-07-27 00:00:00",0,
"2009-08-03 00:00:00",0,
"2009-08-10 00:00:00",0,
"2009-08-17 00:00:00",0,
"2009-08-24 00:00:00",0,
"2009-08-31 00:00:00",0,
"2009-09-07 00:00:00",0,
"2009-09-14 00:00:00",0,
"2009-09-21 00:00:00",0,
"2009-09-28 00:00:00",0,
"2009-10-05 00:00:00",0,
"2009-10-12 00:00:00",0,
"2009-10-19 00:00:00",0,
"2009-10-26 00:00:00",0,
"2009-11-02 00:00:00",0,
"2009-11-09 00:00:00",0,
"2009-11-16 00:00:00",0,
"2009-11-23 00:00:00",0,
"2009-11-30 00:00:00",0,
"2009-12-07 00:00:00",0,
"2009-12-14 00:00:00",0,
